,No_Die,process,Ox_Chamber,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,process 2,photo_soft_Chamber,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,lithography_Chamber,Line_CD,UV_type,Wavelength,Resolution,Energy_Exposure,Process 3,Etching_Chamber,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,process4,Chamber_Num,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Error_message,Lot_Num,Wafer_Num,Datetime,path,short_path,Error
776,NOLSM6342413634,Oxidation,2,dry,890.7138824,O2,34.58,0.217,23,709.592,Photo,3,0.6869,16.741,14.897,19.997,198.398,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01,photo_li,2,54.367,H,405,508.309,109.296,Etching,1,133,1407,3637,5681,70.959,52.047,1.051,Implantation,1,1.32E+16,8.06E+16,3.39E+17,2.98E+17,6.00E+17,32299.596,105.117,909,158,Inspect,48,none,24,40,20-02-2022,23211,2321,0
777,NOLSM6352414635,Oxidation,2,dry,885.5769971,O2,34.95,0.201,23,710.17,Photo,3,0.9502,16.374,14.997,19.996,198.768,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,photo_li,2,48.128,H,405,508.704,109.117,Etching,2,142,1493,3638,5707,71.017,51.995,1.05,Implantation,2,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,104.988,909,157,Inspect,15,none,24,41,20-02-2022,23222,2322,0
778,NOLSM6362415636,Oxidation,2,dry,893.2075367,O2,22.24,0.204,24,710.145,Photo,3,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995,photo_li,2,48.257,H,405,499.89,109.157,Etching,3,342,1464,3647,5691,71.014,51.77,1.044,Implantation,3,3.49E+15,1.10E+17,6.63E+17,3.01E+17,6.00E+17,32301.209,104.424,909,157,Inspect,150,none,24,42,20-02-2022,23233,2323,0
779,NOLSM6372416637,Oxidation,2,dry,885.0032641,O2,22.23,0.204,25,709.285,Photo,3,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30,photo_li,2,56.745,H,405,507.749,108.508,Etching,1,228,1340,3638,5707,70.929,51.7,1.042,Implantation,1,1.51E+16,1.99E+16,9.43E+16,3.01E+17,6.00E+17,32299.831,104.249,909,156,Inspect,72,none,24,43,20-02-2022,23211,2321,0
780,NOLSM6382417638,Oxidation,2,dry,874.7357463,O2,22.24,0.2,25,710.068,Photo,3,0.89031,16.911,14.957,19.998,202.24,90,502.24,4044.792,5055.99,5.065,92.629,29.988,photo_li,2,47.979,H,405,501.808,109.211,Etching,2,268,1392,3642,5687,71.007,51.681,1.042,Implantation,2,4.24E+15,9.51E+16,8.94E+14,3.02E+17,6.00E+17,32303.551,104.201,910,156,Inspect,102,none,24,44,20-02-2022,23222,2322,0
781,NOLSM6392418639,Oxidation,2,dry,875.3962605,O2,22.22,0.199,25,710.381,Photo,3,0.99883,16.17,14.994,19.997,203.158,90.001,503.158,4063.154,5078.943,5.071,92.356,29.999,photo_li,2,57.05,H,405,508.53,108.452,Etching,3,225,1383,3643,5691,71.038,51.663,1.042,Implantation,3,5.95E+15,1.11E+17,1.89E+17,3.00E+17,6.00E+17,32296.526,104.157,909,156,Inspect,108,none,24,45,20-02-2022,23233,2323,0
782,NOLSM6402419640,Oxidation,2,dry,884.7695646,O2,22.16,0.203,25,708.853,Photo,3,0.95502,16.625,15.023,20.004,202.01,90,502.01,4040.198,5050.247,5.062,92.422,29.994,photo_li,3,49.564,H,405,514.864,108.944,Etching,1,137,1472,3636,5704,70.885,51.633,1.041,Implantation,1,1.14E+16,8.49E+15,1.09E+17,3.00E+17,6.00E+17,32297.235,104.083,909,156,Inspect,51,none,24,46,20-02-2022,23311,2331,0
783,NOLSM6412420641,Oxidation,2,dry,880.0184737,O2,22.16,0.204,25,709.539,Photo,3,0.72675,17.051,15.032,20.002,202.28,90,502.28,4045.605,5057.006,5.065,92.611,29.999,photo_li,3,55.576,H,405,511.264,109.011,Etching,2,175,1450,3641,5684,70.954,51.613,1.04,Implantation,2,1.59E+16,7.30E+16,6.58E+16,3.00E+17,6.00E+17,32297.616,104.032,909,156,Inspect,93,none,24,47,20-02-2022,23322,2332,0
784,NOLSM6422421642,Oxidation,2,dry,887.8199819,O2,22.16,0.189,25,709.879,Photo,3,1.11628,17.129,15.055,20.002,201.983,90,501.983,4039.651,5049.563,5.053,92.373,29.999,photo_li,3,48.845,H,405,513.053,109.038,Etching,3,202,1588,3640,5712,70.988,51.604,1.04,Implantation,3,6.79E+15,3.73E+16,2.96E+16,2.99E+17,6.00E+17,32301.908,104.011,909,156,Inspect,81,none,24,48,20-02-2022,23333,2333,0
785,NOLSM6432422643,Oxidation,2,dry,881.4884231,O2,22.17,0.218,27,710.548,Photo,3,0.87753,17.367,14.95,20.003,202.338,90,502.338,4046.759,5058.449,5.06,93.038,29.985,photo_li,3,48.324,H,405,513.13,109.912,Etching,1,313,1284,3638,5730,71.055,51.645,1.041,Implantation,1,1.93E+16,4.12E+16,1.32E+17,3.03E+17,6.00E+17,32299.834,104.113,909,156,Inspect,54,none,24,49,20-02-2022,23311,2331,0
786,NOLSM6442423644,Oxidation,2,dry,892.4198776,O2,22.17,0.202,28,711.942,Photo,3,0.66878,16.09,15.075,19.999,203.959,89.999,503.959,4079.187,5098.983,5.087,92.576,30.002,photo_li,3,53.728,H,405,505.909,109.309,Etching,2,224,1339,3639,5732,71.194,51.987,1.05,Implantation,2,7.62E+15,3.84E+16,2.27E+12,3.00E+17,6.00E+17,32299.948,104.968,909,157,Inspect,51,none,24,50,20-02-2022,23322,2332,0
787,NOLSM6452424645,Oxidation,2,dry,873.8901602,O2,22.18,0.216,29,711.872,Photo,3,1.08194,19.026,14.926,19.998,202.405,90,502.405,4048.101,5060.126,5.066,92.499,30.005,photo_li,3,47.749,H,405,509.381,109.183,Etching,3,333,1433,3644,5693,71.187,51.785,1.045,Implantation,3,1.10E+16,9.28E+16,1.04E+18,2.99E+17,6.00E+17,32299.617,104.463,910,157,Inspect,111,none,24,51,20-02-2022,23333,2333,0
788,NOLSM6462425646,Oxidation,2,dry,874.53098,O2,22.19,0.209,29,710.775,Photo,3,0.97498,18.891,15.065,20.004,202.588,90,502.588,4051.752,5064.69,5.065,92.258,30,photo_li,3,50.093,H,405,512.074,109.011,Etching,1,269,1337,3638,5728,71.077,51.72,1.043,Implantation,1,2.8E+15,1.49E+17,6.02E+15,3.00E+17,6.00E+17,32293.932,104.301,909,156,Inspect,54,none,24,52,20-02-2022,23311,2331,0
789,NOLSM6472426647,Oxidation,2,dry,881.4178249,O2,22.26,0.203,29,721.722,Photo,3,1.05555,13.788,14.963,20.001,198.923,89.999,498.923,4001.361,4973.074,4.975,90.091,30,photo_li,3,61.368,H,405,519.636,107.591,Etching,2,216,1367,3645,5704,72.172,51.255,1.031,Implantation,2,1.96E+16,1.47E+17,4.11E+17,3.00E+17,6.00E+17,32044.174,103.139,923,155,Inspect,51,none,24,53,20-02-2022,23322,2332,0
790,NOLSM6482427648,Oxidation,2,dry,877.8022344,O2,22.29,0.205,30,722.271,Photo,3,1.36759,18.771,14.966,20.005,197.466,89.999,497.466,4054.534,4936.647,4.922,89.458,30.001,photo_li,3,57.386,H,405,518.219,107.789,Etching,3,236,1421,3646,5700,72.227,51.229,1.031,Implantation,3,1.97E+16,2.62E+15,6.89E+15,3.00E+17,6.00E+17,32057.073,103.072,906,155,Inspect,15,none,24,54,20-02-2022,23333,2333,0
791,NOLSM8241,Oxidation,1,wet,1053.755618,H2O,30.78,0.199,85,713.701,Photo,3,0.69447,15.502,14.893,20.001,195.138,90.001,500.413,4046.579,4869.066,5.049,93.689,29.997,photo_li,3,53.342,H,405,505.765,110.496,Etching,3,340,1601,3666,5709,69.932,50.963,1.027,Implantation,3,6.78E+15,9.95E+16,7.23E+17,3.01E+17,6.00E+17,32300.805,104.134,888,154,Inspect,140,none,4,1,20-02-2022,13333,1333,0
792,NOLSM8342,Oxidation,2,dry,1037.156662,O2,29.54,0.217,172,731.528,Photo,1,1.59324,15.465,14.915,20.002,201.026,90,500.148,4136.72,5019,5.008,92.986,30.012,photo_li,1,31.877,H,405,561.132,106.356,Etching,3,351,1687,3677,5732,72.414,50.936,1.041,Implantation,3,1.05E+16,1.09E+17,4.54E+17,2.99E+17,6.00E+17,33029.239,103.788,873,154,Inspect,144,none,4,2,20-02-2022,21133,2113,0
793,NOLSM8443,Oxidation,2,dry,1088.430514,O2,36.28,0.207,53,714.837,Photo,1,0.85146,16.454,14.998,20.004,201.539,90,500.669,4083.354,4977.04,4.99,92.681,30.014,photo_li,2,34.537,G,436,498.878,107.259,Etching,2,39,1410,3625,5720,72.35,50.145,0.99,Implantation,2,6.88E+15,1.21E+17,7.21E+17,3.00E+17,6.00E+17,31635.027,104.716,914,155,Inspect,33,none,4,3,20-02-2022,21222,2122,0
794,NOLSM8544,Oxidation,2,dry,1115.842947,O2,30.79,0.205,122,709.829,Photo,1,1.08688,15.252,15.127,19.999,197.82,90,497.377,3980.806,5002.594,5.022,92.926,30.005,photo_li,3,40.392,H,405,530.042,107.832,Etching,1,386,1413,3631,5701,70.872,52.023,1.015,Implantation,1,3.94E+15,7.71E+16,5.76E+17,3.02E+17,6.00E+17,33163.807,102.964,905,154,Inspect,60,none,4,4,20-02-2022,21311,2131,0
795,NOLSM8645,Oxidation,2,dry,1042.38735,O2,37.12,0.212,89,696.904,Photo,2,1.40374,15.583,14.976,19.993,202.082,90.001,502.697,4052.657,4994.874,4.942,91.783,29.996,photo_li,1,55.102,H,405,523.904,104.924,Etching,1,298,1612,3656,5715,71.361,51.378,1.042,Implantation,1,1.18E+16,1.07E+17,7.45E+17,3.02E+17,6.00E+17,31931.086,103.914,884,156,Inspect,102,none,4,5,20-02-2022,22111,2211,0
796,NOLSM8746,Oxidation,2,wet,987.5098228,H2O,32.08,0.206,84,716.66,Photo,2,0.37621,15.093,15.116,19.997,193.096,90,500.109,4104.308,5050.626,4.937,93.257,30.007,photo_li,2,42.673,H,405,519.77,108.385,Etching,2,110,1520,3635,5716,70.291,51.374,1.025,Implantation,2,1.06E+16,4.98E+16,4.15E+17,3.02E+17,6.00E+17,30826.011,103.975,903,154,Inspect,35,none,4,6,20-02-2022,22222,2222,0
797,NOLSM8847,Oxidation,2,wet,1189.072862,H2O,27.33,0.203,145,713.775,Photo,2,0.69938,16.544,14.976,20.002,195.162,90,495.129,4001.948,5009.968,5.041,89.432,30,photo_li,3,39.994,I,365,573.108,107.338,Etching,3,308,1510,3675,5717,71.39,51.573,1.039,Implantation,3,1.10E+16,9.53E+16,4.36E+17,2.99E+17,6.00E+17,30499.847,99.312,898,153,Inspect,169,none,4,7,20-02-2022,22333,2233,0
798,NOLSM8948,Oxidation,2,dry,965.9518859,O2,34.15,0.201,143,696.528,Photo,3,1.59225,18.276,14.928,20.003,201.99,90,503.628,3944.298,4956.409,4.993,91.804,29.996,photo_li,2,53.953,G,436,510.206,106.294,Etching,2,392,1456,3682,5714,69.909,50.945,1.038,Implantation,2,1.47E+16,1.43E+17,7.34E+17,3.02E+17,6.00E+17,30703.662,101.088,880,155,Inspect,167,none,4,8,20-02-2022,23222,2322,0
799,NOLSM9049,Oxidation,2,dry,1035.222525,O2,35.06,0.215,16,711.408,Photo,3,1.31378,14.747,15.003,19.996,196.985,90,503.099,4061.166,4931.613,5.179,92.234,30.006,photo_li,3,39.513,H,405,528.284,110.137,Etching,1,488,1416,3662,5713,70.856,51.698,1.037,Implantation,1,2.11E+16,1.20E+17,1.18E+18,3.04E+17,6.00E+17,32324.756,103.759,872,153,Inspect,110,none,4,9,20-02-2022,23311,2331,0
800,NOLSM91410,Oxidation,3,wet,1065.739735,H2O,35.85,0.205,137,719.537,Photo,1,1.15596,16.144,14.954,19.997,195.803,90,504.119,4022.634,5101.341,5.132,89.756,30.003,photo_li,1,60.292,H,405,499.72,105.615,Etching,1,515,1494,3690,5694,71.276,51.168,1.05,Implantation,1,1.35E+16,1.13E+17,6.37E+17,3.00E+17,6.00E+17,31924.552,104.32,902,155,Inspect,214,[['Edge-Loc']],4,10,20-02-2022,31111,3111,1
801,NOLSM92411,Oxidation,3,dry,950.904005,O2,34.93,0.192,48,714.554,Photo,1,1.67849,14.764,15.196,20,199.601,90,503.177,4065.37,4999.136,5.119,94.657,29.996,photo_li,2,39.894,G,436,478.819,109.143,Etching,2,261,1300,3646,5723,70.278,50.748,1.051,Implantation,2,1.03E+16,9.43E+16,3.09E+17,2.99E+17,6.00E+17,31500.526,101.507,888,154,Inspect,64,none,4,11,20-02-2022,31222,3122,0
802,NOLSM94413,Oxidation,3,wet,1130.430757,H2O,28.3,0.223,94,717.055,Photo,2,1.25348,15.288,15.04,19.994,202.281,90,499.337,4026.057,5041.291,4.863,90.859,29.999,photo_li,1,39.017,H,405,502.903,106.812,Etching,3,181,1296,3635,5712,70.223,50.932,1.058,Implantation,3,9.47E+15,1.05E+17,5.93E+17,3.00E+17,6.00E+17,30475.756,103.195,912,154,Inspect,56,none,4,13,20-02-2022,32133,3213,0
803,NOLSM95414,Oxidation,3,wet,1101.550706,H2O,37.71,0.211,67,719.217,Photo,2,1.31988,16.749,14.894,20.002,202.312,90,505.182,4096.192,4932.401,4.941,91.743,29.996,photo_li,2,53.58,H,405,536.199,105.884,Etching,2,388,1488,3675,5727,71.498,51.579,1.021,Implantation,2,9.25E+15,1.27E+17,4.65E+17,2.99E+17,6.00E+17,31478.739,100.492,899,153,Inspect,110,none,4,14,20-02-2022,32222,3222,0
804,NOLSM96415,Oxidation,3,wet,1057.993588,H2O,33.68,0.209,70,705.754,Photo,2,1.40215,13.759,15.036,19.99,203.616,90,499.055,4031.749,4946.118,4.993,93.026,30.012,photo_li,3,22.465,H,405,489.102,110.385,Etching,1,242,1469,3684,5716,71.558,50.9,1.038,Implantation,1,1.58E+16,1.39E+17,1.06E+18,3.01E+17,6.00E+17,32446.139,100.612,885,154,Inspect,115,none,4,15,20-02-2022,32311,3231,0
805,NOLSM97416,Oxidation,3,dry,875.5032748,O2,44.49,0.208,74,713.42,Photo,3,1.15753,15.035,15.196,20.002,198.02,90,500.577,4016.13,5071.191,5.014,90.066,30.01,photo_li,1,57.174,I,365,538.272,107.553,Etching,1,382,1495,3663,5727,72.509,50.65,1.027,Implantation,1,1.26E+16,1.16E+17,6.68E+17,3.01E+17,6.00E+17,32346.097,103.385,908,156,Inspect,64,none,4,16,20-02-2022,33111,3311,0
806,NOLSM98417,Oxidation,3,dry,1199.230883,O2,30.89,0.206,74,711.44,Photo,3,1.42035,13.455,14.799,20,202.098,90.001,500.395,4040.087,5026.831,4.983,92.533,30.001,photo_li,3,31.144,G,436,491.954,108.461,Etching,3,285,1507,3630,5718,72.434,50.433,1.047,Implantation,3,9.16E+15,1.49E+17,8.97E+17,2.98E+17,6.00E+17,31900.559,102.263,861,153,Inspect,78,none,4,17,20-02-2022,33333,3333,0
807,NOLSM99418,Oxidation,1,dry,1019.398602,O2,36.17,0.209,116,712.1,Photo,1,0.79936,15.751,14.906,20.003,199.508,90,497.893,4096.551,5047.814,5.058,94.438,30.01,photo_li,1,53.63,H,405,489.477,106.659,Etching,3,334,1295,3686,5688,72.783,51.061,1.045,Implantation,3,1.71E+16,1.23E+17,5.05E+17,2.99E+17,6.00E+17,32068.136,104.884,916,154,Inspect,201,[['Edge-Loc']],4,18,20-02-2022,11133,1113,1
808,NOLSM100419,Oxidation,1,dry,1041.249438,O2,33.55,0.194,80,701.46,Photo,1,1.28498,13.394,15.181,20,194.798,90,496.399,4031.379,5026.456,5.101,92.813,30.001,photo_li,2,38.097,H,405,507.892,108.504,Etching,2,357,1411,3668,5720,72.288,50.875,1.036,Implantation,2,1.58E+16,1.02E+17,1.20E+18,3.03E+17,6.00E+17,31575.591,101.321,916,149,Inspect,110,none,4,19,20-02-2022,11222,1122,0
809,NOLSM101420,Oxidation,1,wet,1113.101915,H2O,41.09,0.201,83,697.565,Photo,1,1.78377,17.708,15.055,20,197.427,90,499.117,3988.096,4927.405,5.035,93.802,30.008,photo_li,3,35.821,G,436,506.668,109.795,Etching,1,405,1584,3660,5732,70.823,50.187,1.036,Implantation,1,1.88E+16,1.91E+17,6.98E+17,3.02E+17,6.00E+17,32022.906,104.284,907,155,Inspect,102,none,4,20,20-02-2022,11311,1131,0
810,NOLSM102421,Oxidation,1,dry,1049.334768,O2,38.07,0.2,95,713.144,Photo,2,1.21178,13.298,15.13,19.995,202.189,90,501.382,3975.371,4917.206,4.979,90.63,29.997,photo_li,1,49.151,I,365,519.983,106.731,Etching,1,373,1385,3632,5744,68.61,51.038,1.07,Implantation,1,1.06E+16,1.33E+17,7.14E+17,3.01E+17,6.00E+17,30933.42,101.024,898,155,Inspect,68,none,4,21,20-02-2022,12111,1211,0
811,NOLSM103422,Oxidation,1,dry,1022.095674,O2,30.38,0.216,96,722.552,Photo,2,1.43097,18.056,14.958,20.001,199.058,90,496.427,4009.891,5190.079,4.868,92.222,29.996,photo_li,2,35.215,H,405,538.703,109.041,Etching,2,389,1373,3648,5707,68.215,51.024,1.045,Implantation,2,9.57E+15,1.21E+17,5.31E+17,3.01E+17,6.00E+17,31425.431,101.158,877,155,Inspect,95,none,4,22,20-02-2022,12222,1222,0
812,NOLSM104423,Oxidation,1,dry,1058.509868,O2,29.19,0.206,82,700.946,Photo,2,1.43993,12.997,15.085,19.994,205.939,90,499.867,4022.109,4960.439,4.933,92.242,30.011,photo_li,3,48.353,G,436,545.009,109.881,Etching,3,301,1434,3681,5723,70.769,51.312,1.027,Implantation,3,1.68E+16,1.26E+17,3.54E+17,3.01E+17,6.00E+17,32261.627,102.808,898,155,Inspect,102,none,4,23,20-02-2022,12333,1233,0
813,NOLSM105424,Oxidation,1,dry,1058.249003,O2,33.59,0.206,89,712.311,Photo,3,0.75558,15.469,15.181,19.997,194.411,90,497.347,4093.277,5044.471,4.922,92.307,30.001,photo_li,2,41.355,G,436,510.479,105.87,Etching,2,361,1532,3673,5701,71.02,51.082,1.05,Implantation,2,1.75E+16,1.73E+17,7.73E+17,3.01E+17,6.00E+17,32507.325,102.652,889,159,Inspect,121,none,4,24,20-02-2022,13222,1322,0
814,NOLSM106425,Oxidation,1,wet,959.5171027,H2O,28.78,0.198,51,709.928,Photo,3,1.12382,15.226,14.986,20,197.806,90.001,497.615,4015.737,4900.137,5.02,94.282,29.99,photo_li,3,40.31,G,436,520.21,107.258,Etching,1,254,1412,3655,5748,70.076,50.464,1.015,Implantation,1,7.3E+15,5.36E+16,5.48E+17,3.01E+17,6.00E+17,31857.972,103.834,916,153,Inspect,40,none,4,25,20-02-2022,13311,1331,0
815,NOLSM107426,Oxidation,2,dry,1210.740167,O2,31.72,0.204,141,720.435,Photo,1,1.01686,16.107,15.021,19.995,205.928,90,503.624,4023.31,5034.715,4.995,90.466,30.002,photo_li,1,37.515,I,365,492.446,108.763,Etching,1,331,1494,3666,5729,70.284,51.916,1.042,Implantation,1,7.65E+15,1.34E+17,9.58E+17,3.00E+17,6.00E+17,30998.017,103.704,905,155,Inspect,79,none,4,26,20-02-2022,21111,2111,0
816,NOLSM108427,Oxidation,2,wet,1118.862593,H2O,39.92,0.217,82,707.316,Photo,1,1.0636,18.554,14.882,19.995,203.542,90.001,494.204,3975.695,4989.248,5.019,93.629,29.997,photo_li,2,46.075,G,436,494.534,109.104,Etching,2,413,1519,3657,5733,71.439,51.98,1.045,Implantation,2,7.7E+15,1.17E+17,9.96E+17,3.00E+17,6.00E+17,31665.596,102.212,916,155,Inspect,146,none,4,27,20-02-2022,21222,2122,0
817,NOLSM622241,Oxidation,3,dry,873.084869,O2,22.23,0.212,219,709.099,Photo,2,0.95293,17.53,15.061,20,205.173,90,505.173,4103.453,5129.316,5.134,93.185,29.997,photo_li,3,52.835,H,405,503.96,109.546,Etching,3,367,1475,3652,5695,70.91,52.172,1.054,Implantation,3,1.48E+16,3.70E+16,2.5E+14,3.01E+17,6.00E+17,32298.709,105.43,915,158,Inspect,219,[['Edge-Loc']],24,1,20-02-2022,32333,3233,1
818,NOLSM623242,Oxidation,3,dry,873.072423,O2,22.23,0.212,219,709.007,Photo,3,1.03682,16.23,14.939,19.993,204.18,90,504.18,4083.593,5104.492,5.087,93.138,29.996,photo_li,1,49.03,H,405,516.232,109.044,Etching,3,228,1379,3637,5711,70.901,51.699,1.042,Implantation,3,1.54E+16,5.57E+15,7.82E+17,2.99E+17,6.00E+17,32297.701,104.247,911,156,Inspect,63,none,24,2,20-02-2022,33133,3313,0
819,NOLSM624243,Oxidation,3,dry,872.5332182,O2,22.24,0.211,218,707.54,Photo,3,0.95435,17.616,15.032,20.001,203.978,90,503.978,4079.562,5099.453,5.109,93.073,29.996,photo_li,2,49.301,H,405,505.089,109.058,Etching,2,188,1386,3635,5692,70.754,51.774,1.044,Implantation,2,8.28E+15,2.36E+16,2.74E+15,3.00E+17,6.00E+17,32299.957,104.436,910,157,Inspect,57,none,24,3,20-02-2022,33222,3322,0
820,NOLSM625244,Oxidation,3,dry,873.3761111,O2,22.25,0.211,218,708.313,Photo,3,0.86919,17.042,15.05,20,203.734,90,503.734,4074.671,5093.339,5.093,93.091,29.997,photo_li,3,53.793,H,405,502.762,109.073,Etching,1,185,1361,3635,5728,70.831,51.724,1.043,Implantation,1,5.33E+15,2.76E+16,2.90E+16,3.00E+17,6.00E+17,32298.502,104.309,910,156,Inspect,51,none,24,4,20-02-2022,33311,3331,0
821,NOLSM626245,Oxidation,1,dry,872.5345326,O2,22.23,0.211,218,707.85,Photo,1,0.75649,16.577,14.964,19.999,204.015,90,504.015,4080.294,5100.367,5.104,93.02,29.994,photo_li,1,48.297,H,405,503.169,109.068,Etching,1,136,1406,3637,5729,70.785,51.737,1.043,Implantation,1,1.23E+16,1.17E+17,7.12E+17,3.00E+17,6.00E+17,32302.461,104.342,910,157,Inspect,81,none,24,5,20-02-2022,11111,1111,0
822,NOLSM627246,Oxidation,1,dry,872.559143,O2,22.22,0.212,219,708.55,Photo,1,0.87141,16.733,14.897,20.001,203.882,89.999,503.882,4077.646,5097.058,5.094,93.141,29.989,photo_li,3,53.493,H,405,498.389,109.016,Etching,3,114,1430,3634,5686,70.855,51.741,1.044,Implantation,3,4.92E+15,3.51E+16,4.24E+15,3.02E+17,6.00E+17,32300.319,104.353,910,157,Inspect,33,none,24,6,20-02-2022,11333,1133,0
823,NOLSM628247,Oxidation,1,dry,872.8073954,O2,22.24,0.211,218,708.201,Photo,2,1.05343,16.76,14.954,20,203.626,90,503.626,4072.53,5090.662,5.084,92.834,30.005,photo_li,1,48.595,H,405,510.306,109.055,Etching,3,168,1304,3636,5709,70.82,51.738,1.043,Implantation,3,2.16E+16,2.02E+17,1.16E+18,3.00E+17,6.00E+17,32300.86,104.344,909,157,Inspect,66,none,24,7,20-02-2022,12133,1213,0
824,NOLSM629248,Oxidation,1,dry,873.0240205,O2,22.24,0.217,224,713.448,Photo,2,0.62371,17.549,15.014,20.006,206.999,90,506.999,4139.977,5174.972,5.156,93.656,29.999,photo_li,3,55.968,H,405,509.604,110.289,Etching,1,189,1371,3640,5721,71.345,52.448,1.061,Implantation,1,6.14E+15,17434023167,510167093.4,3.00E+17,6.00E+17,32296.362,106.121,909,159,Inspect,48,none,24,8,20-02-2022,12311,1231,0
825,NOLSM630249,Oxidation,1,dry,873.1896082,O2,22.22,0.215,222,711.889,Photo,3,0.96914,17.399,14.956,20.004,205.161,90,505.161,4103.221,5129.026,5.144,93.213,30.005,photo_li,1,46.246,H,405,510.506,109.876,Etching,1,153,1411,3642,5726,71.189,52.372,1.059,Implantation,1,1.52E+16,6.97E+14,2.54E+12,3.00E+17,6.00E+17,32303.654,105.93,910,159,Inspect,90,none,24,9,20-02-2022,13111,1311,0
826,NOLSM6312410,Oxidation,1,dry,872.574106,O2,22.22,0.215,222,711.589,Photo,3,1.12588,17.477,15.047,19.995,204.166,90,504.166,4083.317,5104.146,5.124,93.62,30.016,photo_li,2,50.42,H,405,508.17,110.493,Etching,2,294,1462,3646,5689,71.159,52.223,1.056,Implantation,2,1.47E+16,9.32E+16,3.76E+17,3.02E+17,6.00E+17,32302.162,105.558,909,158,Inspect,126,none,24,10,20-02-2022,13222,1322,0
827,NOLSM6322411,Oxidation,1,dry,872.7711888,O2,22.22,0.215,222,711.408,Photo,3,0.92269,16.996,14.92,20,205.113,90,505.113,4102.262,5127.827,5.134,93.951,29.99,photo_li,3,50.833,H,405,494.681,110.65,Etching,3,385,1471,3652,5705,71.141,52.251,1.056,Implantation,3,1.27E+16,4.37E+16,1.65E+16,3.01E+17,6.00E+17,32300.976,105.627,909,158,Inspect,192,none,24,11,20-02-2022,13333,1333,0
828,NOLSM6332412,Oxidation,2,dry,872.7380206,O2,22.21,0.215,222,711.541,Photo,1,0.94531,16.911,15.025,19.995,205.405,90,505.405,4108.105,5135.131,5.115,92.885,29.994,photo_li,1,47.903,H,405,514.739,109.223,Etching,3,203,1421,3640,5705,71.154,52.104,1.053,Implantation,3,1.79E+16,1.41E+17,1.00E+18,2.99E+17,6.00E+17,32299.379,105.26,909,158,Inspect,72,none,24,12,20-02-2022,21133,2113,0
829,NOLSM6342413,Oxidation,2,dry,872.6970523,O2,22.23,0.213,220,709.592,Photo,1,0.6869,16.741,14.897,19.997,204.504,89.999,504.504,4090.081,5112.602,5.111,92.863,30.01,photo_li,3,54.367,H,405,508.309,109.296,Etching,1,133,1407,3637,5681,70.959,52.047,1.051,Implantation,1,1.32E+16,8.06E+16,3.39E+17,2.98E+17,6.00E+17,32299.596,105.117,909,158,Inspect,60,none,24,13,20-02-2022,21311,2131,0
830,NOLSM6352414,Oxidation,2,dry,872.7767325,O2,22.23,0.213,220,710.17,Photo,2,0.9502,16.374,14.997,19.996,203.344,90.001,503.344,4066.887,5083.608,5.1,92.621,29.997,photo_li,1,48.128,H,405,508.704,109.117,Etching,1,142,1493,3638,5707,71.017,51.995,1.05,Implantation,1,1.33E+16,8.59E+16,1.18E+17,2.99E+17,6.00E+17,32298.052,104.988,909,157,Inspect,63,none,24,14,20-02-2022,22111,2211,0
831,NOLSM6362415,Oxidation,2,dry,873.2619609,O2,22.24,0.213,220,710.145,Photo,2,0.89346,16.167,15.02,19.999,203.162,90,503.162,4063.243,5079.054,5.074,92.824,29.995,photo_li,2,48.257,H,405,499.89,109.157,Etching,2,342,1464,3647,5691,71.014,51.77,1.044,Implantation,2,1.14E+16,1.10E+17,6.63E+17,3.01E+17,6.00E+17,32301.209,104.424,909,157,Inspect,150,none,24,15,20-02-2022,22222,2222,0
832,NOLSM6372416,Oxidation,2,dry,872.734309,O2,22.23,0.212,219,709.285,Photo,2,0.86659,16.646,15.058,20.001,203.358,90.001,503.358,4067.162,5083.952,5.082,92.433,30,photo_li,3,56.745,H,405,507.749,108.508,Etching,3,228,1340,3638,5707,70.929,51.7,1.042,Implantation,3,1.44E+16,1.99E+16,5.70E+17,3.01E+17,6.00E+17,32299.831,104.249,909,156,Inspect,72,none,24,16,20-02-2022,22333,2233,0
