,No_Die,process,type,Temp_OXid,ppm,Pressure,Oxid_time,process 2,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Process 2-1,Wavelength,Energy_Exposure,Process 3,Temp_Etching,Source_Power,process4,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,process4,Target,Lot_Num,Wafer_Num,Datetime,path,short_path
994,NOLSM6912616691,Oxidation,wet,1286.778492,32.8,0.225,32,Photo,15.286,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,photo_li,405,110.469,Etching,72.961,52.464,Implantation,32474.891,106.16,860,159,Inspect,186,26,43,22-02-2022,32211,3221
995,NOLSM6922617692,Oxidation,wet,1290.231008,31.86,0.224,31,Photo,12.463,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,photo_li,405,110.436,Etching,71.858,52.404,Implantation,32470.956,106.01,860,159,Inspect,159,26,44,22-02-2022,32222,3222
996,NOLSM6932618693,Oxidation,wet,1278.080073,39.51,0.225,32,Photo,19.767,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,photo_li,405,110.36,Etching,71.11,52.382,Implantation,32470.502,105.956,860,159,Inspect,126,26,45,22-02-2022,32233,3223
997,NOLSM6942619694,Oxidation,wet,1282.913166,32.88,0.224,31,Photo,16.029,14.928,19.997,201.345,90,501.345,4026.909,5033.637,5.034,92.557,30.004,photo_li,405,111.466,Etching,72.531,52.336,Implantation,32479.61,105.84,860,159,Inspect,150,26,46,22-02-2022,32311,3231
998,NOLSM6952620695,Oxidation,wet,1289.643537,38.11,0.227,34,Photo,17.587,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30,photo_li,405,110.59,Etching,72.593,52.705,Implantation,32473.864,106.764,860,160,Inspect,84,26,47,22-02-2022,32322,3232
999,NOLSM6962621696,Oxidation,wet,1292.195725,39.93,0.226,33,Photo,16.445,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,photo_li,405,110.453,Etching,72.257,52.385,Implantation,32455.142,105.962,860,159,Inspect,150,26,48,22-02-2022,32333,3233
1000,NOLSM6972622697,Oxidation,wet,1286.679952,35.63,0.225,32,Photo,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,photo_li,405,110.296,Etching,71.639,52.326,Implantation,32442.676,105.815,860,159,Inspect,81,26,49,22-02-2022,32311,3231
1001,NOLSM6982623698,Oxidation,wet,1285.961443,28.6,0.225,32,Photo,13.568,15.094,19.997,202.152,90,502.152,4043.038,5053.797,5.056,92.336,30.001,photo_li,405,110.208,Etching,71.238,52.285,Implantation,32423.651,105.711,860,159,Inspect,96,26,50,22-02-2022,32322,3232
1002,NOLSM6992624699,Oxidation,wet,1297.276604,45.01,0.225,32,Photo,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,photo_li,405,109.978,Etching,72.144,52.201,Implantation,32413.504,105.503,860,158,Inspect,105,26,51,22-02-2022,32333,3233
1003,NOLSM7002625700,Oxidation,wet,1287.833172,44.95,0.225,32,Photo,11.582,15.106,20,202.294,90,502.294,4045.881,5057.352,5.061,92.313,29.996,photo_li,405,109.978,Etching,72.562,52.031,Implantation,32415.844,105.079,860,158,Inspect,150,26,52,22-02-2022,32311,3231
1004,NOLSM7012626701,Oxidation,wet,1295.697293,44.94,0.224,31,Photo,20.67,14.935,20.004,202.52,90,502.52,4050.393,5062.992,5.064,92.442,30,photo_li,405,109.221,Etching,71.582,52.006,Implantation,32428.073,105.014,860,158,Inspect,156,26,53,22-02-2022,32322,3232
1005,NOLSM7022627702,Oxidation,wet,1290.676423,44.94,0.225,32,Photo,10.83,15.005,19.999,202.335,90,502.335,4046.705,5058.382,5.035,92.043,29.994,photo_li,405,109.398,Etching,72.428,51.709,Implantation,32424.728,104.272,860,156,Inspect,57,26,54,22-02-2022,32333,3233
1006,NOLSM13661,Oxidation,dry,1088.960919,26.11,0.203,27,Photo,14.669,15.039,20.001,202.053,90,505.264,4029.626,4993.451,4.996,93.5,29.99,photo_li,365,107.575,Etching,72.26,51.496,Implantation,31194.915,101.786,885,152,Inspect,105,6,1,22-02-2022,22111,2211
1007,NOLSM13762,Oxidation,wet,1054.787096,45.83,0.21,261,Photo,15.622,15.109,19.996,200.051,90.001,499.285,4052.404,5020.19,5.076,89.904,30.001,photo_li,405,107.421,Etching,71.193,50.583,Implantation,31469.225,105.08,913,154,Inspect,103,6,2,22-02-2022,22222,2222
1008,NOLSM13863,Oxidation,dry,1102.238613,28.76,0.206,19,Photo,15.101,15.018,20.002,197.983,90.001,500.665,3990.607,5003.956,5.112,91.107,29.994,photo_li,365,106.902,Etching,71.658,51.022,Implantation,32246.843,104.774,907,154,Inspect,102,6,3,22-02-2022,22333,2233
1009,NOLSM13964,Oxidation,wet,934.5467437,36.93,0.199,112,Photo,18.162,14.932,19.994,199.705,90,499.886,3985.833,4964.32,5.034,91.392,30.002,photo_li,365,108.781,Etching,71.529,52.353,Implantation,31801.588,103.624,866,153,Inspect,199,6,4,22-02-2022,23133,2313
1010,NOLSM14065,Oxidation,dry,1191.036987,35.99,0.188,74,Photo,15.117,14.91,19.995,194.623,89.999,497.909,3905.086,4980.191,5.072,92.644,29.999,photo_li,436,104.691,Etching,70.417,51.564,Implantation,32290.539,104.739,907,161,Inspect,99,6,5,22-02-2022,23222,2322
1011,NOLSM14166,Oxidation,wet,1104.162961,30.27,0.218,97,Photo,11.603,15.085,19.997,201.795,90.001,497.376,4027.773,5083.95,5.065,92.04,29.997,photo_li,436,107.628,Etching,71.32,50.952,Implantation,32537.016,102.829,899,156,Inspect,131,6,6,22-02-2022,23311,2331
1012,NOLSM14267,Oxidation,dry,1092.749425,32.55,0.205,148,Photo,15.045,14.96,19.998,200.519,90,500.17,4061.253,4899.577,5.026,91.453,29.997,photo_li,436,108.063,Etching,72.141,50.637,Implantation,30799.8,103.001,882,152,Inspect,147,6,7,22-02-2022,31111,3111
1013,NOLSM14368,Oxidation,wet,1094.904165,34.45,0.19,148,Photo,17.886,14.974,19.995,201.975,89.999,499.999,3942.812,4932.54,5.035,89.861,29.994,photo_li,365,107.057,Etching,70.271,52.233,Implantation,30537.234,104.583,880,159,Inspect,94,6,8,22-02-2022,31222,3122
1014,NOLSM14469,Oxidation,dry,1105.754021,42.17,0.21,98,Photo,15.707,15.108,19.99,202.236,90,502.462,4031.279,4989.038,4.927,92.614,29.982,photo_li,436,108.275,Etching,70.401,51.138,Implantation,33254.92,104.377,909,156,Inspect,70,6,9,22-02-2022,31333,3133
1015,NOLSM145610,Oxidation,dry,999.8458027,24.49,0.203,97,Photo,17.451,14.974,19.997,199.461,89.999,496.968,3961.823,5075.76,5.031,91.965,30.009,photo_li,405,110.154,Etching,70.567,51.015,Implantation,32529.301,103.397,920,150,Inspect,103,6,10,22-02-2022,32133,3213
1016,NOLSM146611,Oxidation,wet,1124.101951,26.21,0.217,46,Photo,14.664,15.029,20,203.443,90.001,496.803,3912.049,5047.235,5.033,91.325,30.004,photo_li,436,104.87,Etching,72.355,50.9,Implantation,31724.033,103.021,913,159,Inspect,116,6,11,22-02-2022,32222,3222
1017,NOLSM147612,Oxidation,dry,934.3567075,34.19,0.194,186,Photo,14.286,14.956,19.999,197.721,90.001,504.888,3944.087,4956.801,4.987,91.335,29.997,photo_li,405,107.687,Etching,71.359,51.322,Implantation,32188.034,102.492,892,148,Inspect,104,6,12,22-02-2022,32311,3231
1018,NOLSM148613,Oxidation,dry,1034.529801,37.64,0.221,153,Photo,14.89,15.106,20,202.812,90.002,497.049,4002.498,4939.562,5.04,93.239,29.996,photo_li,405,109.468,Etching,70.016,50.579,Implantation,32481.944,103.514,879,154,Inspect,76,6,13,22-02-2022,33111,3311
1019,NOLSM149614,Oxidation,wet,1099.584874,26.89,0.2,82,Photo,16.342,15.128,19.996,198.429,89.998,500.323,3956.773,4926.143,5.005,92.335,30.008,photo_li,436,110.415,Etching,69.634,51.285,Implantation,32373.18,100.696,921,152,Inspect,82,6,14,22-02-2022,33222,3322
1020,NOLSM150615,Oxidation,wet,1071.853664,43.08,0.213,121,Photo,14.749,15.006,19.995,197.594,90,502.379,4056.607,4941.828,5.014,92.137,29.999,photo_li,365,108.946,Etching,71.823,50.58,Implantation,31400.424,100.826,882,155,Inspect,106,6,15,22-02-2022,33333,3333
1021,NOLSM151616,Oxidation,dry,1075.698265,33.47,0.208,124,Photo,16.917,15.059,19.999,198.925,90,500.038,4042.905,4982.143,5.008,91.859,30.007,photo_li,436,107.561,Etching,70.944,51.155,Implantation,30763.793,99.639,895,156,Inspect,68,6,16,22-02-2022,11133,1113
1022,NOLSM152617,Oxidation,dry,1039.367259,36.92,0.197,59,Photo,15.842,14.788,20.009,201.192,90,500.848,3987.067,4970.261,5.014,92.849,30.007,photo_li,405,109.055,Etching,70.467,51.33,Implantation,32021.918,102.771,909,153,Inspect,83,6,17,22-02-2022,11222,1122
1023,NOLSM153618,Oxidation,wet,1073.721975,32.06,0.207,164,Photo,13.988,14.904,20.003,201.11,90,501.052,3955.645,5001.707,4.984,90.514,30.005,photo_li,436,109.296,Etching,69.779,51.833,Implantation,30633.38,104.584,905,154,Inspect,68,6,18,22-02-2022,11311,1131
1024,NOLSM154619,Oxidation,wet,1145.256355,29.95,0.204,115,Photo,13.134,15.074,20.005,204.58,90,497.968,3908.851,5139.623,5.067,91.647,30.002,photo_li,436,107.562,Etching,68.809,50.716,Implantation,30605.867,102.588,886,156,Inspect,69,6,19,22-02-2022,12111,1211
1025,NOLSM155620,Oxidation,dry,1224.933966,29.79,0.196,8,Photo,15.068,14.99,20,198.61,90.001,500.868,4070.865,5050.582,5.084,92.47,29.995,photo_li,436,109.621,Etching,71.225,51.285,Implantation,32150.501,102.687,898,154,Inspect,107,6,20,22-02-2022,12222,1222
1026,NOLSM156621,Oxidation,dry,1236.932859,28.05,0.203,167,Photo,12.965,14.99,19.997,201.173,89.999,497.32,4073.84,5081.391,4.928,89.766,30.005,photo_li,405,106.551,Etching,72.395,50.909,Implantation,33009.054,101.899,915,154,Inspect,75,6,21,22-02-2022,12333,1233
1027,NOLSM157622,Oxidation,dry,1102.838464,33.6,0.204,114,Photo,15.755,15.005,20.003,199.005,90,498.841,4109.131,4954.072,5.035,90.765,30,photo_li,405,107.389,Etching,70.481,50.32,Implantation,31843.827,100.682,912,152,Inspect,31,6,22,22-02-2022,13222,1322
1028,NOLSM158623,Oxidation,wet,1151.560926,32.18,0.206,104,Photo,13.311,14.958,20.001,201.381,90.001,497.008,4017.526,5046.224,5.043,93.139,29.99,photo_li,436,108.456,Etching,71.438,50.623,Implantation,31872.384,104.516,898,152,Inspect,71,6,23,22-02-2022,13311,1331
1029,NOLSM159624,Oxidation,dry,1047.141233,35.01,0.214,122,Photo,13.606,15.079,20.003,202.401,90.001,501.854,4079.103,5011.243,5.052,91.971,29.993,photo_li,436,107.193,Etching,71.532,50.292,Implantation,31336.263,102.568,895,156,Inspect,61,6,24,22-02-2022,21111,2111
1030,NOLSM160625,Oxidation,wet,1053.521736,38.58,0.201,130,Photo,17.619,15.13,19.997,195.089,90,498.59,4208.676,4859.641,5.047,90.932,30.016,photo_li,405,108.586,Etching,71.573,50.69,Implantation,33259.559,103.466,866,157,Inspect,120,6,25,22-02-2022,21222,2122
1031,NOLSM161626,Oxidation,wet,1012.505975,31.09,0.209,158,Photo,16.3,15.06,19.997,201.484,89.999,498.456,4075.958,4919.492,4.96,90.563,30.006,photo_li,405,109.346,Etching,71.271,51.365,Implantation,31061.816,100.571,908,153,Inspect,135,6,26,22-02-2022,21333,2133
1032,NOLSM162627,Oxidation,wet,1136.362631,33.94,0.213,68,Photo,14.706,15.061,19.991,203.223,90.001,498.723,3995.777,5012.291,5.077,92.931,29.999,photo_li,405,107.295,Etching,71.035,51.542,Implantation,32412.623,100.917,905,150,Inspect,135,6,27,22-02-2022,22133,2213
1033,NOLSM676261,Oxidation,dry,874.7659355,22.47,0.222,229,Photo,16.684,15.049,20.004,199.464,90,499.464,3989.271,4986.589,4.988,91.042,29.998,photo_li,405,109.705,Etching,71.904,52.126,Implantation,32473.356,105.315,861,158,Inspect,156,26,1,22-02-2022,12133,1213
1034,NOLSM677262,Oxidation,dry,874.9213473,22.48,0.222,229,Photo,16.93,15.014,20.002,199.89,90,499.89,3997.81,4997.262,5.012,91.411,29.996,photo_li,405,110.249,Etching,71.907,52.343,Implantation,32478.804,105.858,860,159,Inspect,102,26,2,22-02-2022,12311,1231
1035,NOLSM678263,Oxidation,dry,874.6567849,22.48,0.224,231,Photo,18.774,14.957,19.995,200.404,89.999,500.404,4008.075,5010.094,5.011,91.484,30.006,photo_li,405,110.26,Etching,72.034,52.308,Implantation,32479.394,105.769,861,159,Inspect,147,26,3,22-02-2022,13111,1311
1036,NOLSM679264,Oxidation,dry,874.49514,22.46,0.223,230,Photo,17.192,14.959,20.003,200.525,90.001,500.525,4010.5,5013.125,5.01,91.538,29.994,photo_li,405,110.231,Etching,72.015,52.325,Implantation,32475.954,105.814,860,159,Inspect,129,26,4,22-02-2022,13222,1322
1037,NOLSM680265,Oxidation,dry,874.6475224,22.48,0.223,230,Photo,16.456,15.005,20.004,200.524,90,500.524,4010.486,5013.107,5.012,91.542,30,photo_li,405,110.369,Etching,72.006,52.381,Implantation,32473.014,105.952,861,159,Inspect,93,26,5,22-02-2022,13333,1333
1038,NOLSM681266,Oxidation,dry,874.650001,22.51,0.223,230,Photo,16.714,14.991,19.999,200.489,90,500.489,4009.779,5012.223,5.013,91.805,29.994,photo_li,405,110.857,Etching,71.986,52.406,Implantation,32492.602,106.016,860,159,Inspect,120,26,6,22-02-2022,21133,2113
1039,NOLSM682267,Oxidation,dry,875.2490053,22.49,0.225,232,Photo,16.767,14.876,20.001,201.054,90,501.054,4021.084,5026.355,5.027,91.705,29.988,photo_li,405,110.866,Etching,72.195,52.573,Implantation,32486.114,106.433,861,160,Inspect,90,26,7,22-02-2022,21222,2122
1040,NOLSM683268,Oxidation,dry,874.9722399,22.48,0.225,232,Photo,16.059,15.133,19.999,201.209,90,501.209,4024.184,5030.23,5.031,91.794,30.002,photo_li,405,110.764,Etching,72.137,52.568,Implantation,32477.288,106.419,861,160,Inspect,96,26,8,22-02-2022,21311,2131
1041,NOLSM684269,Oxidation,dry,874.9106295,22.48,0.225,232,Photo,16.927,14.849,19.998,201.214,90,501.214,4024.274,5030.342,5.027,91.805,30.006,photo_li,405,110.863,Etching,72.165,52.593,Implantation,32475.062,106.482,861,160,Inspect,141,26,9,22-02-2022,22111,2211
1042,NOLSM6852610,Oxidation,dry,874.934489,22.48,0.225,232,Photo,16.395,15.075,20.006,201.005,89.999,501.005,4020.102,5025.128,5.028,91.721,29.99,photo_li,405,110.82,Etching,72.166,52.621,Implantation,32474.777,106.552,860,160,Inspect,129,26,10,22-02-2022,22222,2222
1043,NOLSM6862611,Oxidation,wet,1272.944225,44.95,0.225,32,Photo,13.458,14.983,20.005,201.165,90.001,501.165,4023.292,5029.114,5.025,91.692,29.991,photo_li,405,110.701,Etching,72.779,52.57,Implantation,32474.989,106.425,860,160,Inspect,111,26,11,22-02-2022,22333,2233
1044,NOLSM6872612,Oxidation,wet,1279.574302,45.02,0.225,32,Photo,13.75,14.907,20.003,201.124,90,501.124,4022.471,5028.089,5.008,91.72,29.989,photo_li,405,110.788,Etching,72.569,52.282,Implantation,32484.167,105.706,861,159,Inspect,141,26,12,22-02-2022,23133,2313
1045,NOLSM6882613,Oxidation,wet,1278.151204,44.99,0.225,32,Photo,14.845,14.893,20.003,200.92,89.999,500.92,4018.404,5023.005,5.023,91.694,29.997,photo_li,405,110.746,Etching,71.431,52.567,Implantation,32482.503,106.417,861,160,Inspect,240,26,13,22-02-2022,23222,2322
1046,NOLSM6892614,Oxidation,wet,1272.018759,44.97,0.225,32,Photo,20.046,15.084,20.01,201.088,90,501.088,4021.769,5027.211,5.027,91.717,30,photo_li,405,110.657,Etching,72.52,52.483,Implantation,32478.466,106.208,861,159,Inspect,165,26,14,22-02-2022,23311,2331
1047,NOLSM6902615,Oxidation,wet,1273.67389,44.96,0.225,32,Photo,13.221,14.966,20.001,201.159,90,501.159,4023.187,5028.983,5.028,91.789,29.998,photo_li,405,110.568,Etching,72.757,52.411,Implantation,32471.405,106.027,860,159,Inspect,168,26,15,22-02-2022,31111,3111
1048,NOLSM6912616,Oxidation,wet,1274.307552,44.97,0.225,32,Photo,11.396,15.086,20,201.252,90.001,501.252,4025.04,5031.3,5.035,91.92,30.003,photo_li,405,110.469,Etching,72.961,52.464,Implantation,32474.891,106.16,860,159,Inspect,186,26,16,22-02-2022,31222,3122
1049,NOLSM6922617,Oxidation,wet,1275.455879,44.99,0.224,31,Photo,11.711,15.041,20.003,201.403,90.002,501.403,4028.054,5035.067,5.035,91.812,30.002,photo_li,405,110.436,Etching,71.858,52.404,Implantation,32470.956,106.01,860,159,Inspect,159,26,17,22-02-2022,31333,3133
1050,NOLSM6932618,Oxidation,wet,1269.839966,45.03,0.225,32,Photo,13.607,14.989,20.003,201.132,89.999,501.132,4022.646,5028.308,5.029,91.919,30.01,photo_li,405,110.36,Etching,71.11,52.382,Implantation,32470.502,105.956,860,159,Inspect,126,26,18,22-02-2022,32133,3213
1051,NOLSM6942619,Oxidation,wet,1268.496552,45.01,0.224,31,Photo,20.608,14.928,19.997,201.345,90,501.345,4026.909,5033.637,5.034,92.557,30.004,photo_li,405,111.466,Etching,72.531,52.336,Implantation,32479.61,105.84,860,159,Inspect,150,26,19,22-02-2022,32222,3222
1052,NOLSM6952620,Oxidation,wet,1272.234319,44.98,0.227,34,Photo,12.714,14.974,20.002,203.123,89.999,503.123,4062.451,5078.064,5.071,92.103,30,photo_li,405,110.59,Etching,72.593,52.705,Implantation,32473.864,106.764,860,160,Inspect,84,26,20,22-02-2022,32311,3231
1053,NOLSM6962621,Oxidation,wet,1281.904577,44.96,0.226,33,Photo,13.829,14.99,20.003,201.96,90.001,501.96,4039.208,5049.009,5.054,92.21,30.005,photo_li,405,110.453,Etching,72.257,52.385,Implantation,32455.142,105.962,860,159,Inspect,150,26,21,22-02-2022,33111,3311
1054,NOLSM6972622,Oxidation,wet,1278.781256,44.97,0.225,32,Photo,12.358,15.017,19.998,202.197,90.001,502.197,4043.939,5054.924,5.055,92.235,30.002,photo_li,405,110.296,Etching,71.639,52.326,Implantation,32442.676,105.815,860,159,Inspect,81,26,22,22-02-2022,33222,3322
1055,NOLSM6982623,Oxidation,wet,1272.288779,44.96,0.225,32,Photo,13.568,15.094,19.997,202.152,90,502.152,4043.038,5053.797,5.056,92.336,30.001,photo_li,405,110.208,Etching,71.238,52.285,Implantation,32423.651,105.711,860,159,Inspect,96,26,23,22-02-2022,33333,3333
1056,NOLSM6992624,Oxidation,wet,1277.848427,45.01,0.225,32,Photo,20.8,14.984,19.995,202.393,89.999,502.393,4047.864,5059.83,5.06,92.203,30.001,photo_li,405,109.978,Etching,72.144,52.201,Implantation,32413.504,105.503,860,158,Inspect,105,26,24,22-02-2022,11133,1113
1057,NOLSM7002625,Oxidation,wet,1282.615874,44.95,0.225,32,Photo,11.582,15.106,20,202.294,90,502.294,4045.881,5057.352,5.061,92.313,29.996,photo_li,405,109.978,Etching,72.562,52.031,Implantation,32415.844,105.079,860,158,Inspect,150,26,25,22-02-2022,11222,1122
1058,NOLSM7012626,Oxidation,wet,1276.427083,44.94,0.224,31,Photo,20.67,14.935,20.004,202.52,90,502.52,4050.393,5062.992,5.064,92.442,30,photo_li,405,109.221,Etching,71.582,52.006,Implantation,32428.073,105.014,860,158,Inspect,156,26,26,22-02-2022,11311,1131
1059,NOLSM7022627,Oxidation,wet,1281.11012,44.94,0.225,32,Photo,10.83,15.005,19.999,202.335,90,502.335,4046.705,5058.382,5.035,92.043,29.994,photo_li,405,109.398,Etching,72.428,51.709,Implantation,32424.728,104.272,860,156,Inspect,57,26,27,22-02-2022,12111,1211
1060,NOLSM16371163,Oxidation,wet,936.3946877,33.37,0.195,66,Photo,12.463,15.074,19.997,199.594,90,501.394,4035.394,5091.006,5.011,92.114,29.994,photo_li,405,105.323,Etching,72.388,51.396,Implantation,31617.743,104.322,891,152,Inspect,96,7,28,23-02-2022,31111,3111
1061,NOLSM16472164,Oxidation,wet,1070.293092,32.52,0.21,95,Photo,19.767,15.097,20.005,195.839,90,496.487,3952.67,4862.981,5.041,91.493,29.997,photo_li,365,106.947,Etching,72.414,50.402,Implantation,31073.304,104.046,894,155,Inspect,79,7,29,23-02-2022,31122,3112
1062,NOLSM16573165,Oxidation,wet,1039.794348,35.17,0.207,121,Photo,16.029,15.12,19.996,200.519,90,501.655,3972.34,4993.695,5.056,92.321,29.999,photo_li,436,106.861,Etching,71.499,51.124,Implantation,30527.029,105.044,914,153,Inspect,61,7,30,23-02-2022,31133,3113
1063,NOLSM16674166,Oxidation,wet,1191.65105,41.25,0.203,65,Photo,17.587,14.949,20,201.888,90.001,495.986,4017.144,4867.108,5.077,93.5,29.993,photo_li,405,105.888,Etching,68.897,51.159,Implantation,31488.967,101.687,919,155,Inspect,60,7,31,23-02-2022,31111,3111
1064,NOLSM16775167,Oxidation,dry,1074.529975,42.71,0.2,83,Photo,16.445,15.018,19.995,200.247,90,500.442,4072.913,5028.945,5.062,92.406,29.995,photo_li,405,105.717,Etching,69.714,51.613,Implantation,32340.532,102.582,920,154,Inspect,105,7,32,23-02-2022,31122,3112
1065,NOLSM16876168,Oxidation,dry,958.7018646,36.26,0.206,106,Photo,18.507,14.899,20.001,205.061,89.999,502.263,4084.939,5002.267,5.119,93.069,30.008,photo_li,405,109.575,Etching,71.319,51.801,Implantation,31485.171,104.046,914,153,Inspect,118,7,33,23-02-2022,31133,3113
1066,NOLSM16977169,Oxidation,dry,1065.16763,34.77,0.217,178,Photo,17.346,14.825,19.998,197.799,90,503.423,4045.078,5126.642,5.091,92.612,30.005,photo_li,365,109.492,Etching,70.351,51.802,Implantation,32281.227,103.846,899,157,Inspect,112,7,34,23-02-2022,31111,3111
1067,NOLSM17078170,Oxidation,dry,1151.213756,28.1,0.211,166,Photo,17.449,15.008,20.004,198.256,90,498.509,4010.176,4814.62,5.134,92.008,30,photo_li,405,107.625,Etching,70.462,52.084,Implantation,31613.412,103.105,867,154,Inspect,180,7,35,23-02-2022,31122,3112
1068,NOLSM17179171,Oxidation,wet,992.4034899,39.92,0.206,156,Photo,16.576,15.21,20.006,200.579,89.999,495.402,3971.44,4982.476,4.943,91.91,30.003,photo_li,365,111.116,Etching,70.864,51.429,Implantation,31933.395,100.853,891,153,Inspect,71,7,36,23-02-2022,31133,3113
1069,NOLSM172710172,Oxidation,dry,970.7485432,32.28,0.216,44,Photo,16.59,15.146,19.994,204.542,90.001,494.517,3989.581,5046.834,5.079,93.593,30.005,photo_li,405,107.433,Etching,70.464,51.041,Implantation,32572.997,102.439,884,153,Inspect,97,7,37,23-02-2022,31211,3121
1070,NOLSM173711173,Oxidation,wet,1193.763472,32.5,0.21,148,Photo,14.282,14.977,20.001,200.495,90.001,498.307,4093.76,4975.562,4.969,91.699,29.998,photo_li,405,107.786,Etching,71.565,50.771,Implantation,30988.997,103.606,882,155,Inspect,91,7,38,23-02-2022,31222,3122
1071,NOLSM174712174,Oxidation,wet,1087.933217,22.76,0.209,109,Photo,11.453,15.005,20.004,193.932,90.001,505.859,3972.978,5021.709,5.051,91.943,30.006,photo_li,365,108.511,Etching,71.418,51.229,Implantation,31246.691,104.056,891,153,Inspect,92,7,39,23-02-2022,31233,3123
1072,NOLSM175713175,Oxidation,dry,1097.702086,35.01,0.208,94,Photo,15.963,14.951,20.004,198.889,90.001,502.416,3990.542,4893.284,4.951,92.601,29.989,photo_li,365,106.239,Etching,70.726,51.76,Implantation,31441.726,101.041,914,152,Inspect,56,7,40,23-02-2022,31211,3121
